[ 2025-12-23 23:25:53,111 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2025-12-23 23:28:39,169 ] botocore.endpoint - DEBUG - Making request for OperationModel(name=GetObject) with params: {'url_path': '/model.pkl', 'query_string': {}, 'method': 'GET', 'headers': {'x-amz-checksum-mode': 'ENABLED', 'User-Agent': 'Boto3/1.42.4 md/Botocore#1.42.14 md/awscrt#0.29.1 ua/2.1 os/windows#10 md/arch#amd64 lang/python#3.10.19 md/pyimpl#CPython m/e,D,b,Z cfg/retry-mode#legacy Botocore/1.42.14 Resource'}, 'body': b'', 'auth_path': '/firstproj-imp-02/model.pkl', 'url': 'https://firstproj-imp-02.s3.amazonaws.com/model.pkl', 'context': {'client_region': 'us-east-1', 'client_config': <botocore.config.Config object at 0x000001C447A294E0>, 'has_streaming_input': False, 'auth_type': 'v4', 'unsigned_payload': None, 'auth_options': ['aws.auth#sigv4'], 's3_redirect': {'redirected': False, 'bucket': 'firstproj-imp-02', 'params': {'Bucket': 'firstproj-imp-02', 'Key': 'model.pkl', 'ChecksumMode': 'ENABLED'}}, 'input_params': {'Bucket': 'firstproj-imp-02', 'Key': 'model.pkl'}, 'signing': {'region': 'us-east-1', 'signing_name': 's3', 'disableDoubleEncoding': True}, 'endpoint_properties': {'authSchemes': [{'disableDoubleEncoding': True, 'name': 'sigv4', 'signingName': 's3', 'signingRegion': 'us-east-1'}]}, 'checksum': {'response_algorithms': ['crc64nvme', 'crc32c', 'crc32', 'sha1', 'sha256']}}}
[ 2025-12-23 23:28:39,173 ] botocore.hooks - DEBUG - Event request-created.s3.GetObject: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x000001C447A293C0>>
[ 2025-12-23 23:28:39,173 ] botocore.hooks - DEBUG - Event choose-signer.s3.GetObject: calling handler <bound method ClientCreator._default_s3_presign_to_sigv2 of <botocore.client.ClientCreator object at 0x000001C446D90280>>
[ 2025-12-23 23:28:39,176 ] botocore.hooks - DEBUG - Event choose-signer.s3.GetObject: calling handler <function set_operation_specific_signer at 0x000001C40482F640>
[ 2025-12-23 23:28:39,176 ] botocore.hooks - DEBUG - Event before-sign.s3.GetObject: calling handler <function remove_arn_from_signing_path at 0x000001C404851B40>
[ 2025-12-23 23:28:39,176 ] botocore.hooks - DEBUG - Event before-sign.s3.GetObject: calling handler <function _set_extra_headers_for_unsigned_request at 0x000001C4048520E0>
[ 2025-12-23 23:28:39,182 ] botocore.hooks - DEBUG - Event before-sign.s3.GetObject: calling handler <bound method S3ExpressIdentityResolver.resolve_s3express_identity of <botocore.utils.S3ExpressIdentityResolver object at 0x000001C447A73CA0>>
[ 2025-12-23 23:28:39,186 ] botocore.hooks - DEBUG - Event request-created.s3.GetObject: calling handler <bound method UserAgentString.rebuild_and_replace_user_agent_handler of <botocore.useragent.UserAgentString object at 0x000001C447A73610>>
[ 2025-12-23 23:28:39,186 ] botocore.hooks - DEBUG - Event request-created.s3.GetObject: calling handler <function add_retry_headers at 0x000001C404851990>
[ 2025-12-23 23:28:39,188 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=True, method=GET, url=https://firstproj-imp-02.s3.amazonaws.com/model.pkl, headers={'x-amz-checksum-mode': b'ENABLED', 'User-Agent': b'Boto3/1.42.4 md/Botocore#1.42.14 md/awscrt#0.29.1 ua/2.1 os/windows#10 md/arch#amd64 lang/python#3.10.19 md/pyimpl#CPython m/e,D,b,Z cfg/retry-mode#legacy Botocore/1.42.14 Resource', 'host': b'firstproj-imp-02.s3.amazonaws.com', 'X-Amz-Date': b'20251223T175839Z', 'x-amz-content-sha256': b'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIAQTA6EIC2O4IVJIQO/20251223/us-east-1/s3/aws4_request, SignedHeaders=host;x-amz-checksum-mode;x-amz-content-sha256;x-amz-date, Signature=7ce470003b128017006d9810b25ceadcf94ab08e364f52311f3a262621725dc8', 'amz-sdk-invocation-id': b'3e3a2cdb-67ab-4efe-8205-0269946e7104', 'amz-sdk-request': b'attempt=1'}>
[ 2025-12-23 23:28:39,188 ] botocore.httpsession - DEBUG - Certificate path: C:\Users\yash2\anaconda3\envs\vehicle\lib\site-packages\certifi\cacert.pem
[ 2025-12-23 23:28:39,697 ] urllib3.connectionpool - DEBUG - https://firstproj-imp-02.s3.amazonaws.com:443 "GET /model.pkl HTTP/1.1" 200 9520709
[ 2025-12-23 23:28:39,700 ] botocore.hooks - DEBUG - Event before-parse.s3.GetObject: calling handler <function _handle_200_error at 0x000001C404851EA0>
[ 2025-12-23 23:28:39,700 ] botocore.hooks - DEBUG - Event before-parse.s3.GetObject: calling handler <function handle_expires_header at 0x000001C404851CF0>
[ 2025-12-23 23:28:39,700 ] botocore.parsers - DEBUG - Response headers: {'x-amz-id-2': 'iYTyUp/J2LvRmIJpQ4NECa5IoW8/Q6Sf8xJHw2PGkE9MvW/eRa2waRVIR9+spjft/uXCsp9V9gnOA6Il3X/oV/AtktzazMZo', 'x-amz-request-id': '1H05BP0JHF9J5VG3', 'Date': 'Tue, 23 Dec 2025 17:58:38 GMT', 'Last-Modified': 'Tue, 23 Dec 2025 17:50:22 GMT', 'ETag': '"71b163adca614b4177f9da267df311a9"', 'x-amz-checksum-crc32': 'aHV3Gw==', 'x-amz-checksum-type': 'FULL_OBJECT', 'x-amz-server-side-encryption': 'AES256', 'Accept-Ranges': 'bytes', 'Content-Type': 'binary/octet-stream', 'Content-Length': '9520709', 'Server': 'AmazonS3'}
[ 2025-12-23 23:28:39,700 ] botocore.parsers - DEBUG - Response body:
<botocore.httpchecksum.StreamingChecksumBody object at 0x000001C447B5F190>
[ 2025-12-23 23:28:39,700 ] botocore.hooks - DEBUG - Event needs-retry.s3.GetObject: calling handler <function _update_status_code at 0x000001C404851FC0>
[ 2025-12-23 23:28:39,700 ] botocore.hooks - DEBUG - Event needs-retry.s3.GetObject: calling handler <botocore.retryhandler.RetryHandler object at 0x000001C447A73B50>
[ 2025-12-23 23:28:39,700 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2025-12-23 23:28:39,700 ] botocore.hooks - DEBUG - Event needs-retry.s3.GetObject: calling handler <bound method S3RegionRedirectorv2.redirect_from_error of <botocore.utils.S3RegionRedirectorv2 object at 0x000001C447A73C10>>
[ 2025-12-23 23:28:39,700 ] boto3.resources.action - DEBUG - Response: {'ResponseMetadata': {'RequestId': '1H05BP0JHF9J5VG3', 'HostId': 'iYTyUp/J2LvRmIJpQ4NECa5IoW8/Q6Sf8xJHw2PGkE9MvW/eRa2waRVIR9+spjft/uXCsp9V9gnOA6Il3X/oV/AtktzazMZo', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amz-id-2': 'iYTyUp/J2LvRmIJpQ4NECa5IoW8/Q6Sf8xJHw2PGkE9MvW/eRa2waRVIR9+spjft/uXCsp9V9gnOA6Il3X/oV/AtktzazMZo', 'x-amz-request-id': '1H05BP0JHF9J5VG3', 'date': 'Tue, 23 Dec 2025 17:58:38 GMT', 'last-modified': 'Tue, 23 Dec 2025 17:50:22 GMT', 'etag': '"71b163adca614b4177f9da267df311a9"', 'x-amz-checksum-crc32': 'aHV3Gw==', 'x-amz-checksum-type': 'FULL_OBJECT', 'x-amz-server-side-encryption': 'AES256', 'accept-ranges': 'bytes', 'content-type': 'binary/octet-stream', 'content-length': '9520709', 'server': 'AmazonS3'}, 'ChecksumAlgorithm': 'crc32', 'RetryAttempts': 0}, 'AcceptRanges': 'bytes', 'LastModified': datetime.datetime(2025, 12, 23, 17, 50, 22, tzinfo=tzutc()), 'ContentLength': 9520709, 'ETag': '"71b163adca614b4177f9da267df311a9"', 'ChecksumCRC32': 'aHV3Gw==', 'ChecksumType': 'FULL_OBJECT', 'ContentType': 'binary/octet-stream', 'ServerSideEncryption': 'AES256', 'Metadata': {}, 'Body': <botocore.httpchecksum.StreamingChecksumBody object at 0x000001C447B5F190>}
[ 2025-12-23 23:29:23,902 ] root - INFO - Production model loaded from S3 bucket.
[ 2025-12-23 23:29:23,902 ] root - INFO - Starting prediction process.
[ 2025-12-23 23:29:23,902 ] root - ERROR - Error occurred in predict method
Traceback (most recent call last):
  File "C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\estimator.py", line 38, in predict
    transformed_feature = self.preprocessing_object.transform(dataframe)
  File "C:\Users\yash2\anaconda3\envs\vehicle\lib\site-packages\sklearn\pipeline.py", line 1093, in transform
    Xt = transform.transform(Xt, **routed_params[name].transform)
  File "C:\Users\yash2\anaconda3\envs\vehicle\lib\site-packages\sklearn\utils\_set_output.py", line 316, in wrapped
    data_to_wrap = f(self, X, *args, **kwargs)
  File "C:\Users\yash2\anaconda3\envs\vehicle\lib\site-packages\sklearn\compose\_column_transformer.py", line 1085, in transform
    raise ValueError(f"columns are missing: {diff}")
ValueError: columns are missing: {'id'}
[ 2025-12-23 23:29:23,908 ] root - ERROR - Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\estimator.py] at line number [38]: columns are missing: {'id'}
[ 2025-12-23 23:29:23,914 ] root - ERROR - Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\s3_estimator.py] at line number [64]: Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\estimator.py] at line number [38]: columns are missing: {'id'}
[ 2025-12-23 23:29:23,914 ] root - ERROR - Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\pipline\prediction_pipeline.py] at line number [105]: Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\s3_estimator.py] at line number [64]: Error occurred in python script: [C:\Users\yash2\OneDrive\Desktop\MLOps\MLops_Project_1\project\src\entity\estimator.py] at line number [38]: columns are missing: {'id'}
