id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
371633,Male,32,1,28.0,0,1-2 Year,No,2630.0,156.0,290,1
229363,Male,58,1,21.0,0,1-2 Year,Yes,33889.0,124.0,171,0
245930,Male,33,1,41.0,0,1-2 Year,Yes,2630.0,156.0,251,1
89358,Male,25,1,41.0,1,< 1 Year,No,32956.0,152.0,270,0
292090,Female,39,1,8.0,1,1-2 Year,No,2630.0,124.0,81,0
187793,Female,26,1,46.0,1,< 1 Year,No,23910.0,152.0,76,0
97699,Male,42,1,46.0,1,1-2 Year,No,28206.0,154.0,134,0
28951,Female,25,1,11.0,1,< 1 Year,Yes,33345.0,152.0,165,0
74007,Male,23,1,36.0,1,< 1 Year,Yes,35574.0,152.0,222,0
64034,Female,46,1,30.0,1,1-2 Year,No,41946.0,124.0,21,0
43321,Male,36,1,3.0,1,1-2 Year,No,2630.0,124.0,54,0
309715,Male,23,1,47.0,1,< 1 Year,Yes,2630.0,152.0,143,0
128449,Male,22,1,49.0,1,< 1 Year,No,2630.0,152.0,148,0
133019,Female,23,1,46.0,1,< 1 Year,No,25800.0,152.0,148,0
13590,Male,45,1,28.0,0,1-2 Year,Yes,35074.0,26.0,13,0
33116,Male,76,1,10.0,0,1-2 Year,Yes,2630.0,26.0,122,0
105223,Male,49,1,46.0,1,1-2 Year,No,22091.0,91.0,133,0
63325,Female,24,1,3.0,0,< 1 Year,Yes,37864.0,152.0,126,0
51509,Female,34,1,50.0,1,1-2 Year,No,33154.0,18.0,136,0
323579,Female,45,1,20.0,1,1-2 Year,No,2630.0,124.0,43,0
274380,Male,68,1,28.0,0,1-2 Year,Yes,41771.0,26.0,207,0
260816,Female,49,1,46.0,0,1-2 Year,Yes,2630.0,26.0,231,1
148309,Female,22,1,47.0,1,< 1 Year,No,27633.0,152.0,251,0
140496,Female,23,1,35.0,0,< 1 Year,Yes,36247.0,152.0,119,0
35790,Female,21,1,41.0,1,< 1 Year,No,23868.0,160.0,157,0
9673,Male,69,1,28.0,1,1-2 Year,No,67988.0,26.0,282,0
304547,Male,49,1,28.0,0,1-2 Year,Yes,37929.0,124.0,37,0
185715,Male,21,1,11.0,1,< 1 Year,No,41872.0,152.0,297,0
125435,Female,47,1,36.0,0,1-2 Year,Yes,58958.0,124.0,282,0
82301,Female,59,1,50.0,0,1-2 Year,Yes,23353.0,8.0,293,0
138230,Male,24,1,36.0,1,< 1 Year,No,33235.0,152.0,43,0
152075,Female,30,1,3.0,1,< 1 Year,No,44475.0,152.0,109,0
113458,Male,56,1,32.0,0,1-2 Year,Yes,2630.0,152.0,213,0
174258,Male,42,1,28.0,0,1-2 Year,Yes,45989.0,26.0,131,0
235545,Male,48,1,14.0,0,1-2 Year,No,33429.0,26.0,49,0
23012,Male,38,1,28.0,1,1-2 Year,No,40353.0,124.0,101,0
73940,Female,43,1,28.0,0,1-2 Year,Yes,46877.0,124.0,223,0
98774,Female,24,1,45.0,1,< 1 Year,No,28657.0,151.0,51,0
83524,Female,44,1,33.0,0,1-2 Year,Yes,29215.0,15.0,48,0
127686,Female,79,1,28.0,0,1-2 Year,No,30305.0,26.0,158,0
268016,Male,40,1,30.0,0,1-2 Year,Yes,28192.0,124.0,139,1
116635,Male,67,1,6.0,0,1-2 Year,Yes,43556.0,122.0,237,0
258574,Female,27,1,10.0,1,< 1 Year,No,39912.0,152.0,36,0
219553,Female,23,1,8.0,1,< 1 Year,No,36616.0,26.0,290,0
193179,Male,49,1,15.0,1,1-2 Year,No,44450.0,124.0,16,0
299689,Male,26,1,17.0,1,< 1 Year,No,49941.0,152.0,202,0
142844,Female,47,1,8.0,0,1-2 Year,Yes,37425.0,26.0,259,0
283559,Male,46,1,7.0,0,1-2 Year,Yes,2630.0,124.0,126,1
374653,Female,23,1,36.0,1,< 1 Year,No,33854.0,152.0,197,0
144118,Male,52,1,28.0,0,> 2 Years,Yes,40081.0,122.0,142,1
324369,Female,23,1,8.0,1,< 1 Year,No,37614.0,152.0,288,0
62053,Male,46,1,37.0,0,1-2 Year,Yes,27908.0,26.0,257,1
285377,Male,25,1,37.0,1,< 1 Year,Yes,2630.0,160.0,167,0
181785,Female,24,1,8.0,1,< 1 Year,No,31339.0,152.0,227,0
315891,Male,55,1,41.0,0,1-2 Year,Yes,18765.0,12.0,208,0
355204,Female,24,1,28.0,1,< 1 Year,Yes,35436.0,152.0,164,0
301898,Male,41,1,28.0,1,1-2 Year,No,35039.0,61.0,237,0
252623,Female,69,1,46.0,0,1-2 Year,Yes,30717.0,21.0,283,0
174943,Male,22,1,35.0,1,< 1 Year,No,28397.0,152.0,189,0
144956,Male,25,1,49.0,0,< 1 Year,No,2630.0,152.0,118,1
140280,Female,24,1,15.0,0,< 1 Year,Yes,21894.0,152.0,217,0
298033,Male,26,1,44.0,0,< 1 Year,Yes,2630.0,152.0,43,0
88769,Male,23,1,6.0,1,< 1 Year,No,24233.0,152.0,78,0
227292,Male,56,1,8.0,0,1-2 Year,Yes,2630.0,150.0,123,0
63253,Male,21,1,13.0,1,< 1 Year,No,28670.0,160.0,63,0
177729,Female,24,1,45.0,0,< 1 Year,Yes,31215.0,152.0,270,0
185736,Male,20,1,46.0,1,< 1 Year,No,29527.0,160.0,76,0
15891,Female,29,1,11.0,0,< 1 Year,Yes,27602.0,152.0,243,1
70191,Male,39,1,25.0,0,1-2 Year,No,2630.0,124.0,216,0
170243,Female,57,1,50.0,1,1-2 Year,No,2630.0,152.0,106,0
245560,Female,45,1,11.0,0,1-2 Year,Yes,38038.0,124.0,267,1
268867,Female,75,1,28.0,0,> 2 Years,Yes,24552.0,124.0,295,0
173327,Female,23,1,22.0,1,< 1 Year,Yes,30448.0,26.0,248,0
233901,Female,40,1,41.0,0,1-2 Year,Yes,2630.0,26.0,234,0
160305,Female,52,1,33.0,1,1-2 Year,No,41856.0,26.0,72,0
247207,Male,63,1,28.0,0,1-2 Year,Yes,27034.0,26.0,157,0
156061,Male,42,1,8.0,1,1-2 Year,No,2630.0,7.0,172,0
183507,Female,45,1,28.0,0,1-2 Year,Yes,43137.0,122.0,67,0
368361,Male,59,1,32.0,1,1-2 Year,No,2630.0,152.0,274,0
349543,Male,52,1,28.0,1,1-2 Year,No,70904.0,26.0,203,0
243313,Female,26,1,15.0,1,< 1 Year,No,36127.0,152.0,62,0
80342,Male,39,1,46.0,1,1-2 Year,Yes,37393.0,26.0,39,0
206296,Male,21,1,31.0,0,< 1 Year,Yes,2630.0,160.0,201,0
117432,Male,21,1,29.0,0,< 1 Year,Yes,2630.0,152.0,192,0
14097,Male,30,1,28.0,0,1-2 Year,Yes,27855.0,26.0,62,1
104573,Female,54,1,28.0,1,1-2 Year,No,43040.0,122.0,15,0
341479,Female,23,1,36.0,0,< 1 Year,Yes,2630.0,151.0,16,0
348585,Female,28,1,32.0,0,< 1 Year,Yes,29737.0,160.0,193,0
121329,Male,22,1,15.0,1,< 1 Year,No,30321.0,152.0,229,0
230898,Female,23,1,46.0,1,< 1 Year,No,28434.0,152.0,102,0
370328,Female,57,1,8.0,1,1-2 Year,No,31548.0,26.0,194,0
244871,Female,26,1,33.0,1,< 1 Year,No,31136.0,152.0,275,0
290106,Male,24,1,14.0,1,< 1 Year,No,30719.0,152.0,93,0
154616,Female,24,1,30.0,1,< 1 Year,No,22704.0,152.0,36,0
19594,Female,25,1,28.0,1,< 1 Year,No,26036.0,152.0,219,0
195424,Female,34,1,16.0,1,1-2 Year,No,32255.0,152.0,108,0
126694,Male,72,1,48.0,1,1-2 Year,No,2630.0,15.0,134,0
55927,Male,43,1,28.0,0,1-2 Year,Yes,59889.0,26.0,123,0
191497,Male,65,1,28.0,0,1-2 Year,No,31817.0,122.0,80,0
276600,Male,34,1,46.0,0,1-2 Year,Yes,2630.0,157.0,194,0
137558,Male,25,1,28.0,0,< 1 Year,Yes,53080.0,152.0,223,0
257944,Female,27,1,28.0,1,< 1 Year,No,51674.0,152.0,37,0
981,Male,35,1,32.0,0,1-2 Year,Yes,34062.0,163.0,236,1
150685,Male,24,1,36.0,1,< 1 Year,Yes,53931.0,152.0,271,0
164312,Male,46,1,27.0,0,1-2 Year,Yes,31355.0,124.0,178,0
358958,Female,24,1,27.0,0,< 1 Year,No,29599.0,152.0,274,0
309097,Male,68,1,17.0,1,1-2 Year,No,32981.0,26.0,268,0
149381,Male,27,1,8.0,0,< 1 Year,Yes,45843.0,152.0,27,0
331351,Male,63,1,28.0,0,> 2 Years,Yes,45820.0,122.0,255,0
368948,Female,23,1,39.0,1,< 1 Year,No,30376.0,152.0,229,0
344415,Female,33,1,28.0,0,< 1 Year,Yes,2630.0,124.0,223,0
206329,Female,24,1,18.0,1,< 1 Year,No,30334.0,152.0,266,0
351244,Female,24,1,8.0,1,< 1 Year,No,51001.0,152.0,221,0
255050,Male,63,1,28.0,1,1-2 Year,No,31222.0,13.0,208,0
36445,Male,57,1,28.0,0,> 2 Years,Yes,46718.0,158.0,88,0
276870,Female,23,1,17.0,1,< 1 Year,No,31971.0,152.0,295,0
379847,Female,35,1,46.0,0,1-2 Year,Yes,36682.0,29.0,100,0
253763,Male,54,1,18.0,1,1-2 Year,No,2630.0,26.0,296,0
368737,Female,23,1,21.0,1,< 1 Year,No,35380.0,152.0,71,0
166900,Male,35,1,28.0,0,1-2 Year,Yes,34500.0,60.0,31,0
46809,Female,31,1,12.0,0,< 1 Year,No,20757.0,154.0,88,0
190608,Male,71,1,28.0,0,1-2 Year,Yes,48365.0,124.0,299,1
228746,Male,30,1,16.0,1,< 1 Year,No,25781.0,152.0,103,0
221160,Male,21,1,15.0,1,< 1 Year,No,39984.0,152.0,242,0
205715,Male,32,1,3.0,0,1-2 Year,Yes,2630.0,156.0,149,0
130183,Female,39,1,46.0,0,1-2 Year,No,22420.0,152.0,97,0
66933,Male,24,1,41.0,0,< 1 Year,No,2630.0,156.0,147,0
189038,Male,38,1,41.0,0,1-2 Year,Yes,71862.0,124.0,97,0
41616,Female,35,1,18.0,1,1-2 Year,No,31672.0,152.0,87,0
349179,Male,57,1,28.0,0,1-2 Year,Yes,38293.0,139.0,125,0
122028,Male,38,1,20.0,1,1-2 Year,No,2630.0,26.0,48,0
356324,Female,66,1,28.0,0,1-2 Year,Yes,35590.0,124.0,281,0
47584,Male,47,1,28.0,0,1-2 Year,Yes,53063.0,124.0,268,0
133206,Male,26,1,28.0,1,< 1 Year,No,38289.0,152.0,241,0
271745,Female,52,1,3.0,1,1-2 Year,No,25548.0,11.0,99,0
28316,Male,39,1,24.0,0,1-2 Year,Yes,23357.0,124.0,132,0
28202,Male,40,1,47.0,0,1-2 Year,Yes,54310.0,26.0,233,1
124678,Female,74,1,28.0,0,> 2 Years,Yes,44600.0,13.0,219,1
290747,Male,22,1,49.0,0,< 1 Year,Yes,32381.0,152.0,200,0
366111,Female,53,1,28.0,0,1-2 Year,Yes,32966.0,4.0,43,0
277099,Female,35,1,28.0,0,1-2 Year,Yes,28612.0,147.0,37,1
341904,Female,30,1,15.0,1,< 1 Year,No,37469.0,152.0,299,0
294032,Female,22,1,40.0,0,< 1 Year,Yes,31095.0,152.0,190,0
293994,Female,23,1,28.0,1,< 1 Year,No,42721.0,151.0,128,0
13218,Female,59,1,28.0,1,1-2 Year,Yes,40534.0,26.0,227,0
334647,Male,31,1,41.0,1,< 1 Year,No,29874.0,152.0,201,0
7654,Male,36,1,28.0,0,1-2 Year,Yes,45835.0,29.0,21,1
315883,Female,25,1,41.0,1,< 1 Year,No,40150.0,152.0,88,0
332144,Male,75,1,41.0,0,1-2 Year,Yes,2630.0,12.0,296,0
146599,Male,73,1,28.0,0,1-2 Year,Yes,76643.0,26.0,32,1
136731,Female,33,1,28.0,0,1-2 Year,Yes,72544.0,122.0,80,0
198818,Male,21,1,50.0,1,< 1 Year,No,27803.0,160.0,54,0
350709,Male,26,1,41.0,1,< 1 Year,No,26327.0,152.0,287,0
203438,Male,23,1,41.0,1,< 1 Year,No,40873.0,152.0,29,0
90734,Male,23,1,22.0,1,< 1 Year,No,31908.0,151.0,154,0
14972,Male,47,1,35.0,0,1-2 Year,Yes,31801.0,26.0,155,0
91117,Male,40,1,47.0,1,1-2 Year,No,32121.0,16.0,147,0
245023,Female,26,1,50.0,1,< 1 Year,No,32332.0,152.0,288,0
201595,Male,52,1,41.0,0,1-2 Year,Yes,27587.0,124.0,207,0
111942,Female,40,1,33.0,0,1-2 Year,Yes,27726.0,156.0,245,0
368869,Male,25,1,28.0,1,1-2 Year,No,2630.0,124.0,246,0
23414,Female,23,1,11.0,0,< 1 Year,Yes,40520.0,152.0,297,0
158587,Male,60,1,28.0,0,1-2 Year,No,32734.0,26.0,201,0
102835,Male,50,1,45.0,0,1-2 Year,Yes,30942.0,124.0,299,0
294986,Male,53,1,8.0,1,1-2 Year,No,2630.0,26.0,256,0
183423,Male,54,1,46.0,1,1-2 Year,No,37175.0,26.0,68,0
376177,Male,23,1,50.0,1,< 1 Year,No,30572.0,152.0,120,0
100549,Male,31,1,28.0,0,1-2 Year,Yes,2630.0,124.0,91,1
90768,Female,23,1,28.0,1,< 1 Year,No,39041.0,152.0,219,0
356144,Male,42,1,18.0,0,1-2 Year,Yes,2630.0,124.0,102,0
64693,Male,45,1,41.0,1,1-2 Year,No,44537.0,26.0,18,0
213833,Male,65,1,20.0,0,1-2 Year,Yes,2630.0,26.0,130,0
380378,Female,26,1,45.0,1,< 1 Year,No,24613.0,152.0,37,0
20573,Female,50,1,3.0,0,1-2 Year,Yes,26032.0,156.0,87,1
276930,Male,30,1,41.0,0,1-2 Year,Yes,2630.0,156.0,44,1
228637,Male,55,1,28.0,1,1-2 Year,No,2630.0,124.0,250,0
36138,Female,23,1,6.0,0,< 1 Year,Yes,25961.0,152.0,233,0
98447,Male,37,1,45.0,0,1-2 Year,Yes,2630.0,157.0,261,1
278864,Female,51,1,2.0,0,1-2 Year,Yes,24217.0,124.0,170,1
186119,Male,24,1,37.0,0,< 1 Year,Yes,29117.0,152.0,214,0
103775,Male,25,1,11.0,0,< 1 Year,Yes,64014.0,152.0,227,0
320165,Male,22,1,41.0,1,< 1 Year,No,45510.0,152.0,60,0
303167,Male,27,1,11.0,1,< 1 Year,No,29363.0,152.0,241,0
251705,Male,29,1,39.0,0,< 1 Year,Yes,2630.0,154.0,191,0
271781,Female,21,1,11.0,0,< 1 Year,Yes,30888.0,124.0,35,1
171579,Female,25,1,29.0,1,< 1 Year,No,27997.0,152.0,177,0
154750,Male,23,1,16.0,0,< 1 Year,No,32232.0,152.0,227,0
353057,Male,46,1,28.0,0,1-2 Year,Yes,50800.0,124.0,279,0
109650,Male,36,1,27.0,0,1-2 Year,Yes,29021.0,124.0,193,0
45837,Female,23,1,8.0,1,< 1 Year,No,40546.0,152.0,239,0
59980,Female,35,1,28.0,1,1-2 Year,No,33283.0,124.0,173,1
18645,Male,62,1,28.0,0,1-2 Year,Yes,34763.0,26.0,230,0
128076,Male,40,1,28.0,0,> 2 Years,Yes,2630.0,124.0,33,0
87077,Male,45,1,39.0,1,1-2 Year,No,2630.0,122.0,73,0
301740,Female,33,1,41.0,0,1-2 Year,Yes,2630.0,157.0,296,1
232464,Male,43,1,28.0,0,1-2 Year,Yes,40281.0,122.0,45,0
333513,Male,48,1,14.0,0,1-2 Year,Yes,35027.0,26.0,234,0
373554,Male,49,1,13.0,0,1-2 Year,Yes,40800.0,26.0,289,0
150940,Female,20,1,23.0,1,< 1 Year,No,24346.0,160.0,223,0
64248,Female,24,1,8.0,1,< 1 Year,No,44653.0,152.0,74,0
147359,Male,50,1,28.0,0,1-2 Year,Yes,52143.0,26.0,58,0
281608,Male,22,1,8.0,1,< 1 Year,No,29598.0,160.0,278,0
293504,Female,24,1,9.0,1,< 1 Year,No,30878.0,152.0,39,0
195028,Female,22,1,39.0,0,< 1 Year,No,44659.0,152.0,115,0
93470,Female,42,1,8.0,0,1-2 Year,No,43293.0,124.0,93,0
326607,Female,46,1,8.0,1,1-2 Year,No,49532.0,26.0,97,0
170009,Female,30,1,8.0,0,1-2 Year,Yes,22274.0,156.0,189,1
356196,Male,24,1,47.0,1,< 1 Year,No,36437.0,152.0,214,0
20293,Female,23,1,46.0,1,< 1 Year,No,21072.0,152.0,97,0
377579,Male,55,1,28.0,0,> 2 Years,Yes,27070.0,26.0,296,0
279836,Male,22,1,41.0,1,< 1 Year,Yes,26521.0,152.0,77,0
294084,Female,35,1,45.0,0,1-2 Year,Yes,24886.0,152.0,164,1
53384,Female,50,1,36.0,1,1-2 Year,No,34617.0,26.0,37,0
24844,Male,48,1,9.0,0,1-2 Year,Yes,2630.0,156.0,232,0
44280,Female,41,1,28.0,0,1-2 Year,Yes,30107.0,26.0,257,0
269741,Male,34,1,24.0,0,1-2 Year,No,39223.0,122.0,37,0
354913,Male,26,1,6.0,1,< 1 Year,No,2630.0,152.0,21,0
159134,Female,29,1,30.0,0,1-2 Year,No,2630.0,156.0,31,0
363037,Male,23,1,45.0,0,< 1 Year,Yes,2630.0,156.0,87,0
271615,Female,48,1,28.0,1,1-2 Year,No,44702.0,124.0,132,0
163136,Female,40,1,28.0,0,1-2 Year,Yes,34264.0,26.0,78,0
70196,Male,29,1,23.0,1,< 1 Year,No,26132.0,152.0,213,0
238189,Female,43,1,28.0,1,1-2 Year,Yes,2630.0,157.0,171,0
9757,Female,80,1,48.0,1,1-2 Year,No,2630.0,124.0,207,0
213331,Female,22,1,13.0,0,< 1 Year,Yes,34654.0,152.0,236,1
167846,Female,25,1,25.0,1,< 1 Year,No,27420.0,152.0,182,0
17009,Male,46,1,28.0,1,1-2 Year,Yes,33102.0,154.0,244,0
19845,Female,24,1,8.0,1,< 1 Year,No,38940.0,152.0,29,0
190886,Female,36,1,30.0,0,1-2 Year,Yes,26160.0,124.0,240,0
195308,Male,36,1,8.0,1,1-2 Year,No,30366.0,7.0,274,0
265088,Male,39,1,0.0,0,1-2 Year,Yes,2630.0,124.0,297,1
16925,Female,41,1,28.0,0,1-2 Year,Yes,28115.0,26.0,275,0
311613,Female,39,1,28.0,0,1-2 Year,Yes,22977.0,124.0,87,0
322481,Male,63,1,11.0,1,1-2 Year,No,31890.0,124.0,215,0
365044,Female,22,1,46.0,1,< 1 Year,No,29200.0,152.0,281,0
297790,Male,69,1,28.0,0,1-2 Year,Yes,86943.0,124.0,71,0
81269,Male,45,1,38.0,1,1-2 Year,No,31103.0,124.0,232,0
120263,Female,39,1,11.0,1,1-2 Year,No,2630.0,152.0,216,0
98274,Female,53,1,28.0,1,1-2 Year,No,33132.0,124.0,101,0
185983,Male,35,1,28.0,0,1-2 Year,Yes,23111.0,26.0,174,0
269077,Male,21,1,8.0,0,< 1 Year,No,42133.0,152.0,64,0
99035,Male,63,1,46.0,0,1-2 Year,Yes,2630.0,26.0,106,0
201486,Female,78,1,28.0,0,1-2 Year,Yes,52683.0,124.0,201,1
75430,Female,28,1,28.0,1,< 1 Year,No,45421.0,152.0,71,0
266399,Male,22,1,8.0,1,< 1 Year,No,38367.0,152.0,296,0
355774,Male,48,1,28.0,0,1-2 Year,Yes,31735.0,7.0,150,0
7926,Male,57,1,5.0,0,1-2 Year,Yes,27285.0,26.0,181,1
130559,Male,36,1,28.0,0,1-2 Year,No,29223.0,124.0,164,0
55014,Male,23,1,30.0,1,< 1 Year,No,31934.0,152.0,141,0
36870,Male,38,1,28.0,1,1-2 Year,No,40610.0,124.0,254,0
319270,Male,62,1,11.0,1,1-2 Year,Yes,23618.0,26.0,265,0
69255,Female,39,1,8.0,0,1-2 Year,Yes,40571.0,7.0,10,0
86198,Male,49,1,39.0,0,1-2 Year,Yes,28376.0,124.0,195,0
137465,Male,45,1,46.0,1,1-2 Year,No,32318.0,11.0,91,0
64503,Male,23,1,50.0,1,< 1 Year,No,31526.0,152.0,225,0
266417,Female,48,1,33.0,0,1-2 Year,Yes,43520.0,26.0,34,0
256530,Male,22,1,28.0,1,< 1 Year,No,50485.0,152.0,59,0
47410,Male,54,1,17.0,0,1-2 Year,Yes,2630.0,26.0,204,0
367165,Male,43,1,11.0,0,1-2 Year,Yes,35435.0,26.0,212,1
67799,Male,75,1,47.0,1,1-2 Year,No,29181.0,16.0,54,0
156157,Male,53,1,8.0,0,> 2 Years,Yes,55689.0,26.0,194,0
125668,Male,55,1,12.0,1,1-2 Year,No,2630.0,122.0,118,0
39601,Female,25,1,13.0,1,< 1 Year,No,22038.0,152.0,44,0
166780,Female,22,1,11.0,1,< 1 Year,No,27780.0,152.0,80,0
263396,Female,22,1,33.0,1,< 1 Year,No,36386.0,152.0,11,0
68861,Male,22,1,28.0,0,< 1 Year,Yes,39721.0,152.0,130,0
225221,Female,39,1,50.0,0,1-2 Year,Yes,34560.0,154.0,127,1
94763,Male,46,1,28.0,0,1-2 Year,No,27840.0,26.0,199,0
331692,Male,74,1,13.0,0,1-2 Year,Yes,23609.0,26.0,285,0
234844,Female,80,1,28.0,1,1-2 Year,No,34026.0,26.0,221,0
45586,Male,21,1,50.0,0,< 1 Year,Yes,35853.0,160.0,215,0
341552,Female,24,1,47.0,1,< 1 Year,No,37429.0,152.0,48,0
308927,Male,23,1,8.0,0,< 1 Year,Yes,34680.0,152.0,191,0
165270,Male,53,1,28.0,1,1-2 Year,No,47280.0,26.0,243,0
317154,Male,34,1,28.0,0,1-2 Year,Yes,33081.0,124.0,108,0
131767,Female,20,1,46.0,1,< 1 Year,No,36285.0,160.0,66,0
124310,Male,22,1,29.0,1,< 1 Year,No,28646.0,152.0,266,0
109833,Male,38,1,33.0,0,1-2 Year,Yes,35442.0,124.0,138,0
222680,Female,40,1,50.0,0,1-2 Year,Yes,30967.0,8.0,208,0
120595,Male,26,1,13.0,1,< 1 Year,No,2630.0,152.0,180,0
233895,Male,30,1,41.0,1,< 1 Year,No,44876.0,152.0,251,0
212527,Male,36,1,46.0,1,1-2 Year,No,21867.0,160.0,292,0
377437,Male,51,1,36.0,1,1-2 Year,No,33811.0,124.0,113,0
291137,Male,54,1,28.0,0,> 2 Years,Yes,32812.0,26.0,173,0
62658,Male,62,1,10.0,1,1-2 Year,No,23423.0,26.0,184,0
6052,Male,53,1,29.0,0,1-2 Year,Yes,2630.0,26.0,227,1
149991,Male,42,1,8.0,0,1-2 Year,Yes,53824.0,124.0,56,0
62712,Female,52,1,30.0,1,1-2 Year,No,29750.0,152.0,168,0
210917,Male,36,1,28.0,0,1-2 Year,Yes,30279.0,156.0,143,0
288090,Female,38,1,46.0,1,1-2 Year,No,2630.0,124.0,216,0
113282,Male,25,1,8.0,1,< 1 Year,No,29980.0,152.0,79,0
12706,Female,25,1,26.0,0,< 1 Year,No,24233.0,152.0,20,0
81530,Female,39,1,43.0,1,1-2 Year,No,63385.0,26.0,55,0
186569,Male,21,1,41.0,1,< 1 Year,No,30018.0,152.0,279,0
238440,Male,22,1,35.0,1,< 1 Year,No,30643.0,152.0,73,0
149649,Female,21,1,13.0,1,< 1 Year,No,29605.0,152.0,175,0
157997,Male,37,1,29.0,0,1-2 Year,Yes,37200.0,156.0,160,0
268553,Male,25,1,11.0,1,< 1 Year,No,35330.0,152.0,222,0
151206,Male,47,1,50.0,0,1-2 Year,No,31264.0,8.0,294,0
6577,Male,21,1,8.0,0,< 1 Year,Yes,43698.0,160.0,263,0
105247,Female,24,1,2.0,0,< 1 Year,Yes,34290.0,152.0,73,0
367677,Male,29,1,33.0,0,1-2 Year,No,25054.0,124.0,299,0
77540,Male,22,1,45.0,0,< 1 Year,Yes,23725.0,152.0,185,0
157634,Male,30,1,3.0,1,1-2 Year,No,2630.0,157.0,69,0
4957,Male,68,1,8.0,1,1-2 Year,No,52240.0,26.0,159,0
354513,Female,40,1,3.0,0,1-2 Year,Yes,46632.0,26.0,199,1
372236,Female,55,1,3.0,0,1-2 Year,Yes,2630.0,124.0,219,0
262954,Male,26,1,8.0,1,< 1 Year,No,32844.0,152.0,173,0
37053,Male,24,1,44.0,0,< 1 Year,Yes,41939.0,152.0,142,0
114386,Male,36,1,7.0,0,1-2 Year,Yes,2630.0,154.0,209,1
229877,Male,24,1,21.0,1,< 1 Year,No,2630.0,152.0,270,0
202060,Female,33,1,41.0,0,1-2 Year,Yes,2630.0,156.0,93,1
72288,Female,35,1,11.0,1,1-2 Year,No,30228.0,124.0,288,0
28284,Male,45,1,46.0,0,1-2 Year,Yes,47379.0,124.0,220,1
260790,Male,39,1,28.0,0,1-2 Year,Yes,2630.0,156.0,15,0
25799,Female,65,1,22.0,1,1-2 Year,No,27509.0,25.0,71,0
359829,Male,22,1,9.0,0,< 1 Year,Yes,37278.0,152.0,137,0
283634,Male,24,1,29.0,0,< 1 Year,Yes,63324.0,152.0,158,1
188678,Male,43,1,28.0,0,1-2 Year,Yes,30726.0,124.0,61,0
301948,Male,26,1,41.0,1,< 1 Year,No,32105.0,152.0,30,0
27927,Male,60,1,28.0,0,1-2 Year,Yes,19467.0,26.0,51,0
70925,Female,46,1,8.0,0,1-2 Year,No,33871.0,19.0,272,0
129566,Male,23,1,12.0,0,< 1 Year,Yes,36523.0,152.0,244,1
70711,Male,24,1,30.0,1,< 1 Year,No,28059.0,152.0,147,0
278205,Female,35,1,27.0,1,1-2 Year,No,2630.0,124.0,119,0
98839,Female,42,1,28.0,1,1-2 Year,No,64526.0,26.0,298,0
121295,Male,49,1,3.0,0,1-2 Year,Yes,41061.0,124.0,160,0
232767,Male,21,1,28.0,0,1-2 Year,Yes,44903.0,26.0,50,1
353262,Female,23,1,25.0,0,< 1 Year,Yes,23053.0,152.0,274,0
319749,Female,23,1,21.0,0,< 1 Year,Yes,2630.0,160.0,76,0
130908,Male,58,1,46.0,1,1-2 Year,No,33466.0,26.0,107,0
302986,Male,38,1,28.0,0,1-2 Year,Yes,47482.0,124.0,274,1
144543,Male,33,1,8.0,0,< 1 Year,Yes,46634.0,154.0,280,0
88121,Male,47,1,33.0,1,1-2 Year,No,32684.0,124.0,217,0
52745,Male,25,1,28.0,1,< 1 Year,No,26198.0,152.0,142,0
222851,Male,63,1,28.0,1,1-2 Year,No,49739.0,26.0,160,0
203718,Male,30,1,50.0,1,< 1 Year,No,29807.0,152.0,26,0
280876,Female,27,1,6.0,1,< 1 Year,No,35186.0,152.0,78,0
260404,Male,45,1,46.0,0,1-2 Year,Yes,2630.0,154.0,159,1
307743,Female,23,1,39.0,1,< 1 Year,No,2630.0,160.0,84,0
137764,Female,23,1,39.0,0,< 1 Year,Yes,29682.0,152.0,119,0
130019,Male,61,1,28.0,1,1-2 Year,No,2630.0,26.0,72,0
375071,Female,49,1,28.0,1,1-2 Year,No,52688.0,124.0,167,0
285854,Female,44,1,3.0,1,1-2 Year,No,25624.0,124.0,145,0
314698,Female,80,1,28.0,0,> 2 Years,Yes,44661.0,124.0,125,0
347742,Male,42,1,14.0,1,1-2 Year,No,32293.0,26.0,145,0
97956,Female,39,1,20.0,0,> 2 Years,Yes,56545.0,124.0,215,0
250252,Male,31,1,28.0,0,1-2 Year,Yes,41601.0,124.0,75,0
217280,Female,23,1,28.0,1,1-2 Year,No,35571.0,124.0,58,0
284134,Male,30,1,3.0,0,< 1 Year,Yes,28401.0,152.0,195,0
163976,Male,22,1,26.0,0,< 1 Year,Yes,30125.0,160.0,169,0
364098,Male,24,1,50.0,1,< 1 Year,No,34369.0,152.0,219,0
364896,Male,63,1,50.0,1,1-2 Year,Yes,36384.0,124.0,127,0
204115,Female,52,1,45.0,1,1-2 Year,No,24714.0,124.0,43,0
164171,Male,44,1,29.0,0,1-2 Year,Yes,24541.0,124.0,36,1
191996,Female,39,1,30.0,1,1-2 Year,No,2630.0,152.0,229,0
302768,Male,65,1,28.0,0,> 2 Years,Yes,40363.0,26.0,247,0
